source,cos_sim,target,level
"А-у, а-у!",1.0000000000000004,"А-у, а-у!",b2
— Что? ,1.0,— Что? ,b1
"Не ходите, дуся моя.",0.26343667161289086,"Да, не ходите... ",b2
— Что-что они говорят? ,0.17136895253984652,"На Востоке говорят, что это судьба",b1
"— сказала княгиня про Левина, когда они вернулись домой",1.0000000000000002,"— сказала княгиня про Левина, когда они вернулись домой",b1
"Мы — освободители Болгарии, нам тут все рады. ",0.36586810079679866,От нас Болгария получила свободу. ,b1
"— Пора уже спать, — сказал я, взглянув на часы. — Я ухожу… Вы позволите проводить вас, Ольга Николаевна?",0.5071513750602739,"— Пора уже спать, — сказал Сергей. — Разрешите проводить вас, Ольга Николаевна? ",b1
"Поговорил что-то с татарами, пересадили на своих лошадей, повезли назад в аул. ",0.45237669610202846,"Убили его лошадь, а самого привезли в аул. ",a2
"Да полноте, оставим про чувства!.. ",0.5671522433670608,"Ну, не надо про чувства!..",b1
(Гладит ее по щеке.) ,0.9197822161894372,(Гладит её по щеке.) ,b2
"Во-первых… — Обсудим, обязательно обсудим. ",0.20223973797787723,"— голос девушки был серьёзным, — Надо будет ещё всё хорошо обсудить",b1
Твердость твоя для меня удивительна,0.5055667635829376,Твоя твёрдость мне кажется удивительной,b1
"За несколько лет до Крымской войны на севастопольском рейде, словно замлевшем в мертвом штиле, стояла щегольская эскадра парусного Черноморского флота.",0.7869630115688241,За несколько дней до Крымской войны на севастопольском рейде стояла эскадра парусного Черноморского флота. ,b1_c1
Количество солдат? ,1.0000000000000002,Количество солдат? ,b1
"Впрочем, что такое слезы человеческие? ",0.04962592949944565,Поехали мы на вечер к Бережницким. ,a2_b1
"Эти слова не имеют для меня смысла, — сказала она дрожащим голосом. ",0.7642547235468714,"— Эти слова не имеют для меня смысла, — сказала Анна дрожащим голосом. — Для меня одно — это твоя любовь. ",b1
Нас обвенчали. ,0.9999999999999999,Нас обвенчали. ,b1_c1
Как-то мне поможет бог! ,1.0,Как-то мне поможет бог! ,b2
"Только это не Фифи, а Микки… – Ах, Микки! ",0.8589453770017939,"— Да, только это не Фифи, а Микки… — Ах, Микки! ",b1
Генеральша вышла. ,1.0000000000000002,Генеральша вышла. ,b1
"Вронский поклонился, и Алексей Александрович, пожевав ртом, поднял руку к шляпе и прошел. ",0.7414454592517342,"Вронский поклонился, Алексей Александрович поднял руку к шля пе и прошёл. ",b1
"Бурмин нашел Марью Гавриловну у пруда, под ивою, с книгою в руках и в белом платье, настоящей героинею романа. ",0.7587939750117012,"Бурмин нашёл Марью Гавриловну у пруда, под ивой, с книгой в руках и в белом платье. ",b1_c1
Только шефа. ,0.3190672578046268,Но шеф уже всё знал,b1
Пауза.,1.0,Пауза.,b2
"Ничего не понимает, а туда же суется!",0.720825559877431,"Ничего не понимает, а туда же суётся! ",b1_c1
"Вон - вон, во все глаза на него смотрит, молчит, не уходит, стоит, а сама же не велела ему приходить… Он весь бледный сидит. ",0.3402972596325842,Он весь бледный сидит».,b1
"Как он будет горд и доволен, получив мою записку! ",0.9999999999999998,"Как он будет горд и доволен, получив мою записку! ",b1
"— Знаю, знаю... но к делу. ",0.8052733054911291,"— Знаю, знаю... но к делу. ",b1
"Он повернул свое полное, выхоленное тело на пружинах дивана, как бы желая опять заснуть надолго, с другой стороны крепко обнял подушку и прижался к ней щекой; но вдруг вскочил, сел на диван и открыл глаза.",0.5370077833186593,"Он повернулся на диване, как бы желая опять заснуть надолго, но вдруг быстро встал и открыл глаза. ",b1
«Ну что ж? ,0.6945103592960329,«Ну что ж? ,b1
Потом добрая и несколько жалкая улыбка показалась на его красивом лице,0.7582106884509534,Жалкая улыбка показалась на его красивом лице. ,b1
"Я знал одного бедняка, про которого мне потом рассказывали, что он умер с голоду, и, помню, это вывело меня из себя: если бы можно было этого бедняка оживить, я бы, кажется, казнил его. ",0.8923841812174509,"Я знал одного бедняка, про которого мне потом рассказывали, что он умер с голоду, и, помню, это разозлило меня: если бы можно было этого бедняка оживить, я бы, кажется, казнил его. ",b1
"– Роса на траве, – сказала Анна Сергеевна после молчания",0.5609790382380628,"— Уже утро, — сказала Анна Сергеевна после молчания. — Да. ",b1
— подивился такой черствости Фандорин.,0.2092991772442498,Но… Вдруг две металлические пластины закрыли Фандорина в кресле. ,b1
"О, любите меня, не оставляйте меня, потому что я вас так люблю в эту минуту, потому что я достойна любви вашей, потому что я заслужу ее... друг мой милый! ",0.9631994464257759,"О, любите меня, не оставляйте меня, потому что я вас так люблю в эту минуту, потому что я достойна любви вашей, потому что я заслужу её... друг мой милый! ",b1
Она приуготовляла развязку самую неожиданную и с нетерпением ожидала минуты романического объяснения. ,0.6871869885035583,Она с нетерпением ожидала минуты романического объяснения. ,b1_c1
"Дверь отворилась, вошла женщина в белом платье. ",0.8187340433624756,"Дверь открылась, вошлаженщина в белом платье. ",b1
В семь часов его разбудило прикосновение ее руки к плечу и тихий шепот. ,0.43550261217542724,В семь часов его разбудил шёпот Кити. ,b1
"Грубый, невоспитанный человек!",0.9999999999999996,"Грубый, невоспитанный человек!",b2
"— Гриднев, оставляю тебе моих конвойцев, будешь стеречь банк. ",0.17222263205410587,"— Соболев обратился к Мите. — Оставляю тебя здесь, в банке, с несколькими помощниками. ",b1
Что?,1.0,Что?,b2
"Он взял от меня все, что мог, и теперь я не нужна ему. ",0.9143578535072405,"Он взял от меня всё, что мог, и теперь я не нужна ему. ",b1
Вы сами! ,0.33051892894921825,Со всеми! ,b1
О чем вы думаете?,0.8025796169734748,О чём вы думаете?,b2
"Он, неверующий, стал молиться и в ту минуту, как молился, верил. ",1.0000000000000002,"Он, неверующий, стал молиться и в ту минуту, как молился, верил. ",b1
"- убеждающим, но встревоженным голосом произнес генерал.",0.6344091246125981,— встревоженным голосом произнёс генерал,b1
Алексей Александрович взглянул на него. ,0.9999999999999998,Алексей Александрович взглянул на него. ,b1
"- Равнодушны уж очень стали-с, хе-хе! ",0.6130052934062659,"Лебедев удивился. — Равнодушны стали, хе-хе! ",b1
"В этих воротах, и без того темных, в эту минуту было очень темно: надвинувшаяся грозовая туча поглотила вечерний свет, и в то самое время как князь подходил к дому, туча вдруг разверзлась и пролилась. ",0.24538597341899615,Приближалась грозовая туча. ,b1
Вы спали! ,1.0,Вы спали! ,b1
"Тут он перестарался, и мне еще тогда письмо показалось подозрительным. ",0.19967774447407072,Вам тогда просто нравилось писать. ,b1
Ничего не боюсь!,0.21668325389230275,Я ничего не понимаю.,a2_b1
"Холодным, противным днем (серое небо, ледяная морось, чавкающая грязь) Варя возвращалась на специально нанятом извозчике в расположение армии. ",0.12284621216946498,"Пришёл день, когда уже можно было возвращаться в лагерь. ",b1
- Где же?,0.30301241617802294,— Где же... ,b1
"«Странно… — подумал Пуркуа, рассматривая соседа. — Съел пять кусков теста и еще просит! ",0.9253780943891055,"«Странно... — подумал Пуркуа, рассматривая соседа. — Съел пять кусков теста и ещё просит! ",b1_c1
"Чичиков, услышавши, что дело уже дошло до именин сердца, несколько даже смутился и отвечал скромно, что ни громкого имени не имеет, ни даже ранга заметного",0.8883325551903729,"Чичиков, услышав, что дело уже дошло до именин сердца, несколько даже смутился и отвечал скромно, что ни громкого имени не имеет, ни даже должности",b1_c1
— подумал Фандорин. ,0.29912446519910135,Зуров отдал Фандорину письмо и сказал: «Лети на огонь. ,b1
Для чего это вам? ,1.0000000000000004,Для чего это вам? ,b1_c1
"Я ему честь по чести, через переводчика: «Ваше преосвященство, срочный пакет от генерал-адъютанта Гнатьева». ",0.4926448781543337,Я ему через переводчика говорю: «Письмо от генерала Гнатьева». ,b1
"Гуров ходил к ней, и никто в Москве не знал об этом.",0.9910266421883235,"Гуров ходил к ней, и никто в Москве не знал об этом. ",b1
"Князь сидел подле него неподвижно на подстилке и тихо, каждый раз при взрывах крика или бреда больного, спешил провесть дрожащею рукой по его волосам и щекам, как бы лаская и унимая его. ",0.6769888142009246,"Князь сидел около него неподвижно и каждый раз при крике больного спешил провести дрожащей рукой по его волосам и щекам, какбы лаская и успокаивая его. ",b1
"И считаю его оконченным, – взвизгнул Алексей Александрович",0.78469705419646,"И считаю его оконченным, — сказал Алексей Александрович",b1
"- В этом положении виноваты вы, а не я! ",0.5647066039026555,"— Вы хотите воспользоваться моим положением... что я увас в доме. — В этом положении виноваты вы, а не я! ",b1
"– сказал он, желая разговориться и не зная, что сказать.",0.7849233711498717,"— сказал он, желая поговорить и не зная, что сказать. ",b1
"Царский сын обрадовался, велел снять с этого человека рубашку, а ему дать за это денег, сколько он захочет, а рубашку отнести к царю. ",0.480449700221158,Он хотел  снять рубашку с этого человека и дать ему за это деньги. ,a2_b1
— Долли! ,0.9999999999999998,— Долли! ,b1
— ахнула Варя.,0.2249234753907947,"«Всё-таки Лукан молодец», — подумала Варя. ",b1
"В моей жизни нет ничего такого страшного, что могло бы испугать меня, и только этот потерянный ключ терзает мою душу, не дает мне спать… Скажи мне что-нибудь.",1.0000000000000007,"В моей жизни нет ничего такого страшного, что могло бы испугать меня, и только этот потерянный ключ терзает мою душу, не дает мне спать… Скажи мне что-нибудь.",b2
"- А знаете, князь, - сказал он совсем почти другим голосом, - ведь я вас все-таки не знаю, да и Елизавета Прокофьевна, может быть, захочет посмотреть на однофамильца… Подождите, если хотите, коли у вас время терпит",0.7617542694358083,"— А знаете, князь, — сказал он совсем другим голосом, — ведь я вас всё-таки не знаю, да и Елизавета Прокофьевна, может быть, захочет посмотреть на однофамильца... ",b1
"Но простите меня, я опять забылся; вы, может быть, когда-нибудь были здесь особенно счастливы",0.8953758995424886,"Но простите меня, я опять забыл; вы, может быть, когда-нибудь были здесь особенно счастливы",b1
"Нет, что-то здесь не так! ",0.18892583376633,То ещё что-то... ,b1
"Впрочем, он скоро явился, таща с собой портфель-сундук",0.5115698470049342,"Впрочем, он скоро явился",b1_c1
"Главное, что меня тронуло... — (и тут Анна угадала главное, что могло тронуть Долли) — его мучают две вещи: то, что ему стыдно детей, и то, что он, любя тебя... да, да, любя больше всего на свете, — поспешно перебила она хотевшую возражать Долли, — сделал тебе больно, убил тебя. ",0.7610929880846643,"Главное, что меня тронуло (и тут Анна угадала главное, что могло тронуть Долли)… — его мучают две вещи: то, что ему стыдно детей, и то, что он, любя тебя, сделал тебе больно. ",b1
- Изложение дела. ,0.7148509227385712,— Изложение дела. ,b1
"В твою комнату я велю переселить Андрея с его скрипкой, — пусть там пилит! ",0.971445590904363,В твою комнату я велю переселить Андрея с его скрипкой — пусть там пилит! ,b2
"Гуров не спал всю ночь и возмущался, и затем весь день провел с головной болью. ",0.6039040634125624,"Гуров не спал всю ночь, и затем весь день у него болела голова. ",b1
"Право, риск для вас минимальный — там в шатре человек двадцать.",0.41113391701067387,В клубе человек двадцать. ,b1
"— Да нет же, нет, я не отгоняю вас, нет! ",0.7167231092467334,"— Да нет же, нет, я не прогоняю вас, нет! ",b1
"— На zéro, на zéro! ",0.4877282903951506,"— На zero, на zero! ",b1_c1
Затем зашла и купила.,0.9905206748174932,Затем зашла и купила. ,b1_c1
Он потянул засов и вдруг замер — в банке больше не стреляли. ,0.33195635826710473,"Он хотел открыть дверь, но остановился, поняв, что в банке больше не стреляют. ",b1
"Деньги за две трети леса были уже прожиты, и, за вычетом десяти процентов, он забрал у купца почти все вперед за последнюю треть. ",0.6112502893330277,"Деньги за две трети леса, который принадлежал жене и который он продал, уже кончились, и он забрал у купца почти всё вперёд за последнюю треть. ",b1
"Нет, я понял его и совершенно так, как он понимает, понял вполне и яснее, чем я понимаю что-нибудь в жизни, и никогда в жизни не сомневался и не могу усумниться в этом. ",0.493364319086914,"Нет, я понял его так, как он понимает. ",b1
"Последнее, что он мне сказал: «Дураки мы с тобой, Коля. ",0.418708834344829,"Последнее, что он сказал мне: «Идиоты мы с тобой, Коля. ",b1
— Совершенно без всяких историй! ,0.636520199172087,— Без всяких историй! ,b1
"Тут, мадемуазель Барбара, игра на равных. ",0.3758735164657164,"— Всё закончено, мадемуазель. ",b1
"— вскрикивал ты. — Дай бог поскорее, поскорее завтра!",0.9908678515879242,"— вскрикивал ты. — Дай бог поскорее, поскорее завтра! ",b1_c1
"Вообще это было замечательное лето в жизни Персикова, и порою он с тихим и довольным хихиканьем потирал руки, вспоминая, как он жался с Марьей Степановной в 2 комнатах. ",0.9300176428533434,"Вообще это было замечательное лето в жизни Персикова, и порою он с тихим и довольным хихиканьем вспоминал, как он жил с Марьей Степановной в 2 комнатах. ",b1_c1
Неужели вы скажете ему: «Я не знаю»? ,0.9999999999999996,Неужели вы скажете ему: «Я не знаю»? ,b1
Город тогда совсем опустеет.,1.0,Город тогда совсем опустеет.,b2
"- А теперь идите от меня, я не хочу с вами больше идти под руку. ",0.9533196669577501,"А теперь идите от меня, я не хочу с вами больше идти под руку. ",b1
Я даже немножко похож на Лермонтова… как говорят… (Достает из кармана флакон с духами и льет на руки.),0.9122327455834306,Я даже немножко похож на Лермонтова… как говорят… (Достаёт из кармана флакон с духами и льёт на руки.),b2
Только не поспеет — дороги плохи. ,0.43550408822611464,Дороги плохие. ,b1
Так-то вы моей послушны воле!,0.8487893756378915,Такто вы моей послушны воле! ,b1_c1
Этого никто не ожидал. ,1.0000000000000002,Этого никто не ожидал. ,b1
"— Да куда ставить-то, бабушка?",0.9805798568871877,"— Да куда ставить-то, бабушка? ",b1_c1
"- проговорил он тихо, но торжественно: - как живой! ",0.7827710064128921,"— проговорил он тихо, но торжественно. — Как живой! ",b1
"На этот раз я беседовал не с Сашей, а с ее братом-гимиазистом. ",0.30387064548052173,"Но разговаривал не с девочкой Сашей, а с её старшим братом, который уже учился в гимназии. ",b1
"Вот она, таинственная А.Б., что не велела несчастному Кокорину отрекаться от любви! ",0.3426507675701727,"Б., которая написала несчастному Кокорину: «Если любите, не отрекайтесь»! ",b1
"Наблюдение второе: не такой добрый, как пишут в газетах. ",0.7294595673378734,"Второе: он не такой уж и добрый, как пишут в газетах. ",b1
"я виноват, я употребил во зло... ",0.6221589111079554,"я виноват, я сделал зло... ",b1
Две недели тому назад было получено кающееся письмо Степана Аркадьича к Долли. ,0.5739726364352449,"И Кити вспомнила, что две недели тому назад Долли получила письмо от Степана Аркадьича. ",b1
"— Конечно, правду",0.2959207254310149,"Конечно, Сергей не мог молчать",b1
В Москве два университета!,1.0,В Москве два университета!,b2
"Потому, согласитесь, если произойдет путаница и один из одного разряда вообразит, что он принадлежит к другому разряду, и начнет «устранять все препятствия», как вы весьма счастливо выразились, так ведь тут… — О, это весьма часто бывает! ",0.3930651277044032,"— О, это весьма часто бывает! ",b1_c1
Порфирий Петрович вышел приказать чаю.,0.8283191519428604,Порфирий Петрович вышел приказать чаю и мигом вернулся,b1_c1
Всегда говорите мне правду. ,0.19917960541353458,— Что за глупости вы говорите? ,b1_c1
"Дайте мне… дайте мне… Там, кажется, коньяк… Наташа. ",0.39085908224072413,"Там, кажется, коньяк...",b2
"Бедная воспитанница была не что иное, как слепая помощница разбойника, убийцы старой её благодетельницы!.. ",0.5493715034167318,Бедная воспитанницабыла помощницей убийцы старой графини!.. ,b1
"Может, я не разбивал, а только кажется, что разбил. ",0.9999999999999996,"Может, я не разбивал, а только кажется, что разбил. ",b2
"Да, то был страшный путь! ",0.08007185037817326,— спрашиваю. ,a2_b1
"— Это становится неприлично, — шепнула одна дама, указывая глазами на Каренину, Вронского и ее мужа",0.8192978853989552,"Вронский и Анна продолжали сидеть у маленького стола. — Это становится неприлично, — шепнула одна дама, указывая глазами на Каренину, Вронского и её мужа. ",b1
"И я ни в чем не виноват, и мне незачем страдать!",0.8436703113391156,"Я ни в чём не виноват, и мне незачем страдать! ",b1
"Волновался ли он от наплыва юбилейных чувств, или оттого, что явился к обеду, будучи уже на «седьмом взводе», понять было трудно. ",0.189566121732109,"Вот хорошо бы сделали, если бы сегодня на юбилейный обед не приглашали дам… Шипучин. ",a2_b1
"Тут он открыл ей тайну, за которую всякий из нас дорого бы дал...",0.8628687355067644,"Тут он открыл ей тайну, за которую каждый из нас дорого бы дал...",b1
— спросил генерала Фандорин,0.6158673519182061,— спросил Фандорин. ,b1
"– Филипок так напугался, что говорить не мог. – Ну так иди домой, коли говорить не хочешь. – А Филипок и рад бы что сказать, да в горле у него от страха пересохло. ",0.40212820332269616,"Филипок очень испугался и не мог говорить. — Иди домой, если не хочешь говорить. ",a2_b1
"— Эразм, тебя не приглашаю, — поспешно сказал граф. — Тебе черт ворожит",0.20217864165884392,Тебе чёрт всегда помогает! ,b1
"— крикнул сзади Облонский и, прижав руку сестры, прибавил: — Очень мило, очень мило! ",0.7982949608060637,"— крикнул сзади Облонский и, прижав руку сестры к груди, прибавил: — Очень хорошо! ",b1
"Старый же Берестов, с своей стороны, хотя и признавал в своем соседе некоторое сумасбродство (или, по его выражению, английскую дурь), однако ж не отрицал в нем и многих отличных достоинств, например: редкой оборотливости; Григорий Иванович был близкий родственник графу Пронскому, человеку знатному и сильному; граф мог быть очень полезен Алексею, а Муромский (так думал Иван Петрович) вероятно обрадуется случаю выдать свою дочь выгодным образом. ",0.59546579960357,"Старый же Берестов, со своей стороны, думал о том, что Муромский был близким родственником графа Пронского, человека известного и сильного; граф мог быть очень полезен Алексею, а Муромский (так думал Иван Петрович), вероятно, обрадуется случаю выдать свою дочь замуж за Алексея. ",a2
"Прошло много, очень много лет. ",0.9999999999999994,"Прошло много, очень много лет. ",b1_c1
"Казалось бы, что научная работа по химии и физике должна была бы быть его основной деятельностью, поскольку с самого начала своего пребывания в Академии наук (с 1741 г.) он занимал место адъюнкта по физике, а через четыре года был назначен профессором химии. ",0.7881241030553285,"С самого начала свое го пребывания в Академии наук, с 1741 года, он занимал место адъюнкта по физике, а через четыре года был назначен профессором химии. ",b1_c1
"Право, все это следовало бы записать… Андрея нет, он незаметно ушел.",0.5661564545025112,"Андрея нет, он незаметно ушёл.",b2
— Николай… Николай Шмидт,0.825663850574953,Николай Шмидт,b1_c1
"Но, пройдясь по лугу, вспомнив впечатления косьбы, он уже почти решил, что будет косить. ",0.3739680493799577,"Но решил, что будет косить всё равно. ",b1
Только проедусь немножко. ,1.0,Только проедусь немножко. ,b2
Жребий бросьте. ,0.47426291496044737,Бросьте жребий. ,b1
"Прошел год с тех пор, как Сережа видел в последний раз свою мать. ",0.8768275936555704,"Прошёл год с тех пор, как Серёжа видел в последний раз свою мать. ",b1
"Удар был ловкий и счастливый: он вдруг вышиб Сергея Ильича из его предмета, поворотил беседу в другую сторону и открыл Ивану Ивановичу прекрасный случай выложить всю старую бронзу, купленную им очень дешево вместе с куклами. ",0.7744357944251986,"Удар был ловкий и счастливый: он открыл Ивану Ивановичу прекрасный случай выложить всю старую бронзу, купленную им очень дёшево вместе с куклами. ",b1_c1
"Офицер принес известие, что ездок не убился, но лошадь сломала себе спину.",0.7069242998543529,"Офицер принёс известие, что человек жив, но лошадь сломала себе спину. ",b1
"— писала она. — Я боюсь, что Вы изменились к нам; я боюсь, и мне страшно от одной мысли об этом. ",0.7075157223773736,"Я боюсь, и мне страшно от одной мысли об этом. ",b1
"- Я, кажется, тебе искренно служила, не рассуждая и не докучая; я не спрашивала тебя, какого ты счастья хотел у Аглаи искать",0.6626951215523413,"— Да с плеч долой; с твоих, по крайней мере. — Я, кажется, тебе искренно служила, не рассуждая и безлишних вопросов; я не спрашивала тебя, какого ты счастья хотел у Аглаи искать",b1
Когда? ,1.0,Когда? ,b1
"— Ну-ка, теперь покажем гостям, как мы ставим и убираем паруса, Николай Васильич? ",0.6448587454056469,"— А теперь покажем гостям, как мы ставим и убираем паруса! ",b1_c1
"Вронский на балах явно ухаживал за Кити, танцовал с нею и ездил в дом, стало быть, нельзя было сомневаться в серьезности его намерений. ",0.7860233107699338,"Вронский на балах открыто ухаживал за Кити, танцевал с нею и ездил в дом, поэтому нельзя было сомневаться в серьёзности его намерений. ",b1
"Я бы, если бы лежал, я бы нарочно слушал и услышал! ",0.9609719276816854,"Я бы, если бы лежал, нарочно слушал и услышал! ",b1
Мы приехали в деревню; в деревянной церкви был огонь. ,0.9999999999999999,Мы приехали в деревню; в деревянной церкви был огонь. ,b1_c1
Напишу и спрячу у себя в шкапу. ,0.3696026918056304,Напишу и по ложу в свой шкаф. ,b1
"Такова ли была её бабушка, княгиня Дарья Петровна?.. ",0.8662274030886705,"Такова ли была её бабушка, Дарья Петровна?.. ",b1
"Только она думает, что выйти ей за тебя невозможно, потому что она тебя будто бы опозорит и всю судьбу твою сгубит. ",0.8485816975225612,"Только она думает, что выйти ей за тебя невозможно, потому что она тебя будто бы опозо Mрит и всю судьбу твою погубит. ",b1
Дона Анна!,0.8041568888214313,Дона Анна. ,b1_c1
"- проговорил он, хватая его за руку",0.3606778148165677,— проговорил он. ,b1
Рогожин подхватил ее почти на руки и чуть не поднес к карете. ,0.8425538151442571,Рогожин подхватил её почти на руки и чуть не поднёс к карете. ,b1
Он бежал изо всех сил… Преследователи начинали отставать.,0.5109522081987665,Он бежал изо всех сил... ,b1_c1
Никто тебя не гонит.,1.0000000000000004,Никто тебя не гонит.,b2
Я задумалась.,0.9710320033473192,Я задумалась. ,b1_c1
"— Откуда вы знаете, что там электричество?",0.7963909790852457,"— Откуда вы знаете, что там есть электричество? ",b1
"Вообще нужно помогать бедным людям, это обязанность богатых. ",1.0,"Вообще нужно помогать бедным людям, это обязанность богатых. ",b2
Андрей. ,0.9999999999999999,Андрей. ,b2
"— Однако, раз в неудаче первого штурма д’Эвре не виноват, а убитый им Лукан — предатель, получается, что журналиста выдворили неправильно? ",0.22186291059139843,"Вот почему Лукан знал, что произойдёт во время штурма. ",b1
— приказал он половому,1.0000000000000002,— приказал он половому,b1_c1
"Она бы скрыла это; но главное чувство было бы радость о том, что я наказана за те удовольствия, в которых она завидовала мне. ",0.971609204911471,"Она бы скрыла это; но главное чувство было бы радость, что я наказана за те удовольствия, в которых она завидовала мне. ",b1
— спросил изумленный Алексей,0.5538147296329684,— спросил Алексей. ,a2
— А вот это мы выясним. ,0.5051657657360696,— А вот это мы и узнаем. ,b1
Граф подошел ко мне и сел на край софы… Ему хотелось что-то сказать мне. ,0.3663494835105246,Граф пришёл к нему и сел на край дивана,b1
Андрей. ,0.9999999999999999,Андрей. ,b2
"Он не верил в смерть вообще и в особенности в ее смерть, несмотря на то, что Лидия Ивановна сказала ему и отец подтвердил это, и потому и после того, как ему сказали, что она умерла, он во время гулянья отыскивал ее. ",0.4851584619058775,Он не верил в смерть вообще и в особенности в её смерть. ,b1
Для него же ускорил и переезд на дачу; на третий день все уже были в Павловске.,0.49777242633444846,На третий день князь был в Павловске.,b1
К обеду воротился Пшехоцкий. ,0.3999243394887452,Пшехоцкий ничего не пил и ничего не говорил. ,b1
"Левин поцеловал с осторожностью ее улыбавшиеся губы, подал ей руку и, ощущая новую, странную близость, пошел из церкви. ",0.9513054274143689,"Левин поцеловал с осторожностью её улыбавшиеся губы, подал ей руку и, ощущая новую, странную близость, вышел из церкви. ",b1
"Кроме того, в Англии есть Амалия Бежецкая. ",0.3936000578879974,"Он никак не мог поверить, что красавица Амалия Бежецкая могла здесь жить",b1
"Меня удивляет только, почему из посольства нам не дали знать о его приезде?",0.5680540681392637,"Меня удивляет, почему из посольства не сообщили о его приезде? ",b1
"Сидеть дома с нею, с матерью и сестрами? ",0.8606181401119338,"Сидеть дома с нею, с матерью и сёстрами? ",b1
Федотик. ,1.0000000000000002,Федотик. ,b2
"Да едва ли он способен на такое необыкновенное дело, как убийство… Ты уходишь? ",0.42472537797660737,Ты уходишь? ,b1
"Как хороши, как свежи были розы… А в комнате всё темней да темней… Нагоревшая свеча трещит, беглые тени колеблются на низком потолке, мороз скрыпит и злится за стеною — и чудится скучный, старческий шёпот… Как хороши, как свежи были розы… Встают передо мною другие образы… Слышится веселый шум семейной деревенской жизни. ",0.24777673135959566,Встают передо мною другие образы... ,b1_c1
"Иван Степанович Ганецкий, командующим гренадерским корпусом. — и выжидательно замолчал",0.5541457330042056,Иван Степанович Ганецкий,b1
"— сказала она, — так рада на вас смотреть? ",0.8737684617644779,"— сказала она, — так рада на вас смотреть? ",b1
"— прошептал на ухо Лукан, воспользовавшись паузой. — я покажу вам такое, чего в вашей скучной северной столице вы не видели. ",0.17268581733657634,"— Хотите, я покажу вам ночной Бухарест? ",b1
"И жаль было своего чувства, этой своей любви, так жаль, что, кажется, взял бы и зарыдал или изо всей силы хватил бы зонтиком по широкой спине Пантелеймона.",0.518845451660608,"И жаль было своего чувства, этой своей любви, так жаль, что хотелось плакать.",b1
"И Стива говорит, что он не может ехать к Алексею Александровичу. ",1.0000000000000004,"И Стива говорит, что он не может ехать к Алексею Александровичу. ",b1
Она не существует для меня...»,0.447103736617797,"Она не существует для меня…» Всё, что будет с ней и сыном, перестало интересовать его. ",b1
– Так кто же? ,0.41664145668197866,— Что же? ,b1
Не можете?,0.48337251752871413,Меньше трудно… Не можете? ,b1_c1
"Анна ответила несколько слов дамам, но, не предвидя интереса от разговора, попросила Аннушку достать фонарик, прицепила его к ручке кресла и взяла из своей сумочки разрезной ножик и английский роман. ",0.4698892200087706,В вагоне Анна взяла из своей сумочки английский роман. ,b1
(Кричит.) ,1.0,(Кричит.) ,b2
"Жена его, Вера Иосифовна, худощавая, миловидная дама в pince-nez, писала повести и романы и охотно читала их вслух своим гостям. ",0.6391285456875556,"Жена его, Вера Иосифовна, худая, милая дама, писала романы и с удовольствием читала их вслух своим гостям. ",b1
"Левин испытывал теперь, оставив позади себя все заботы семейные и хозяйственные, такое сильное чувство радости жизни и ожиданья, что ему не хотелось говорить. ",0.9526963880904098,"Левин испытывал теперь, оставив все заботы семейные и хозяйственные, такое сильное чувство радости жизни и ожиданья, что ему не хотелось говорить. ",b1
